CP,Năm,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,(Lãi)/lỗ các hoạt động khác,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Lưu chuyển tiền thuần từ HĐKD trước thuế,Tiền thu nhập doanh nghiệp đã trả,Chi từ các quỹ của TCTD,Mua sắm TSCĐ,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)","Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)",Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ thanh lý tài sản cố định,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Thu lãi và cổ tức,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Tiền thu được từ thanh lý tài sản cố định,Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,"Chi trả cho việc mua lại, trả cổ phiếu",Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Cố tức đã nhận
STB,2024,0.0,0.0,0.0,-215173000000,12052795000000,39229320000000,0,-864072000000,-1015860000000,4641000000,-1007900000000,0,-1459274000000,35898074000000,70507716000000,87265000000,106493055000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38365248000000,2947000000,0,372000000,0.0,0.0,0.0,0.0,-1000000,0.0
STB,2023,0.0,0.0,0.0,243927000000,18054212000000,26761422000000,0,-10068000000,-1287591000000,22837000000,-1254833000000,0,-37103000000,25459418000000,45104295000000,-55997000000,70507716000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26751354000000,9921000000,0,0,0.0,0.0,0.0,0.0,-25000000,0.0
STB,2022,0.0,0.0,0.0,295376000000,19280234000000,15553904000000,0,-13412000000,-1142501000000,12466000000,1711806000000,0,-11773000000,17240525000000,28070625000000,-206855000000,45104295000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15540492000000,2841841000000,0,0,0.0,0.0,0.0,0.0,-173000000,0.0
STB,2021,0.0,0.0,0.0,-92513000000,14170428000000,-11851116000000,0,-28267000000,-606832000000,2129000000,-82941000000,0,4770149000000,-7192175000000,35374920000000,-112120000000,28070625000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11879383000000,345743000000,0,176019000000,0.0,0.0,0.0,0.0,-89000000,0.0
STB,2020,0.0,0.0,0.0,1027851000000,11396432000000,3003511000000,0,-16805000000,-981278000000,6942000000,-657395000000,0,-371000000,2328940000000,33096040000000,-50060000000,35374920000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986706000000,309001000000,0,7940000000,0.0,0.0,0.0,0.0,-371000000,0.0
STB,2019,0.0,0.0,0.0,813579000000,9274682000000,13097773000000,0,-29360000000,-885024000000,4843000000,-387267000000,0,-202000000,12680944000000,20439339000000,-24243000000,33096040000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13068413000000,448179000000,0,44735000000,0.0,0.0,0.0,0.0,-202000000,0.0
STB,2018,0.0,0.0,0.0,555823000000,7220648000000,4996256000000,0,-64487000000,-1053926000000,2316000000,-626015000000,0,-136000000,4305618000000,16143835000000,-10114000000,20439339000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4931769000000,424645000000,0,950000000,0.0,0.0,0.0,0.0,-136000000,0.0
STB,2017,0.0,0.0,0.0,257946000000,3768830000000,-977521000000,0,-33304000000,-618242000000,16449000000,-33658000000,0,-650000000,-1045133000000,17199367000000,-10399000000,16143835000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1010825000000,186109000000,0,382026000000,0.0,0.0,0.0,0.0,-650000000,0.0
STB,2016,0.0,0.0,0.0,114618000000,1022746000000,1197117000000,0,-71169000000,-461400000000,32152000000,-242527000000,0,-575000000,882846000000,16291613000000,24908000000,17199367000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125948000000,186373000000,-592000000,940000000,0.0,0.0,0.0,0.0,-575000000,0.0
STB,2015,0.0,0.0,0.0,37740000000,3487922000000,-4891556000000,0,-273170000000,-563101000000,12675000000,-539120000000,0,-698000000,-5704544000000,19566393000000,2429764000000,16291613000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5164726000000,10680000000,0,626000000,0.0,0.0,0.0,0.0,-698000000,0.0
STB,2014,0.0,0.0,0.0,46768000000,2316286000000,4965519000000,0,-213896000000,-523110000000,48153000000,-457485000000,0,-35073000000,4259065000000,15299928000000,7400000000,19566393000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4751623000000,17451000000,0,21000000,0.0,0.0,0.0,0.0,-35073000000,0.0
STB,2013,,,,100573000000,2115884000000,-253305000000,0,-114092000000,-427555000000,74991000000,-327086000000,322190000000,-1139120000000,-1833603000000,17133531000000,0,15299928000000,,,,,,,,,,,,,,,-367397000000,6083000000,0,19395000000,,,,,-1461310000000,
